artist_name,track_name,release_date,lyrics,genre,predicted_genre
the beatnuts,find us (in the back of the club),2017,alcoholic alcoholic nose reindeer like tear roof want gun shoot head reach pistol bartender turn reach ready style straight psycho yeah psycho long time thizzle till time time blow good club pop bubbly complain life lovely hate fan wanna know nut gonna come matter competition contest mean brag honest dog smoke college clap hand beat bounce drink blaze ounce girl house house song kiss dunno mouth lyric commercial,hip hop,pop
the bravery,believe,2007,face smile crack wait ship come ship come time like pennies save save smell stale fear reek skin drink stop drink absolve sin grow root floor wait wait believe cause live breathe need breathe believe come hear grind swell rise rise sound come shake board rattle doors wait wait believe cause live breathe need breathe believe hide beast beast watch eye beast fear wait believe cause live breathe need breathe believe need breathe believe,rock,reggae
the flaming lips,feeling yourself disintegrate,1999,life valuable feel second life death impossible realize end feel disintegrate,rock,rock
the flaming lips,it's summertime,2002,summertime understand feel summertime hard true possibilities look inside look inside selfreflected inner sadness look outside know recognize summertime look outside know recognize summertime,rock,jazz
the getaway plan,where the city meets the sea,2008,learn go go away breath turn yeah turn city meet daylight speak carry away yeah fall little piece leave piece perfectly home home learn go go away breath turn yeah turn leave place little piece leave hear loud clear problem dear home learn go go away breath turn yeah turn city meet daylight speak carry away home home learn go go away breath turn yeah turn city meet daylight speak carry away cause city meet daylight speak daylight speak,rock,country
the goo goo dolls,before it's too late,2007,wander fiction look truth bury beneath lie stand distance feel hide eye hold late till leave fall need live risk break save life live lose stand edge hold fear real go live like mean feel need live stand edge hold fear real go need live need life,rock,pop
the head and the heart,missed connection,2019,come haunt days miss haunt feel catch make thing follow coast come come tell lose step crisscross wrong direction conversation miss connection stand purple dress point eye right direction conversation miss connection lalalala lalala lalalalala lalalala lalalala lalala lalalalala miss connection lose maze lalalala haunt lalala felt slip sideways lalalalala haunt lalalala feel soul miss follow go come come tell lose step crisscross wrong direction conversation miss connection stand purple dress point eye right direction conversation miss connection want pass people stand street fall fruit family tree ball odyssey look open single door feel miss connection tell lose step crisscross wrong direction conversation miss connection stand purple dress point eye right direction conversation miss connection lalalala lalala lalalalala lalalala lalalala lalala lalalalala lalalala lalala fall lalalalala lalalala fool waste lalalala lalala fall feel heat lalalalala miss connection,rock,pop
the jompson brothers,on the run,2010,celebrations smilin livin celebrations dancin night reachin gonna celebrate tonight yeah celebrations smilin livin celebrations dancin night reachin celebrate tonight yeah celebrations smilin livin celebrations dancin night reachin celebrations smilin livin celebrations dancin night reachin celebrations smilin livin celebrations dancin night reachin,rock,pop
the killers,the way it was,2012,drive desert night carry weight fight sing cruel wonder feel like go outside lonely county line question heart come mind forget golden nights maybe thief steal heart maybe drift apart remember drive daddy airfield blanket hood back windshield thing run momentum trust paradise bury dust forget golden nights plan fall dream come true darling darling forget golden nights heart true girl think maybe thief steal heart,rock,country
the kooks,do you love me still?,2006,think come lately soul away cause heart blame baby baby need heart beat heart need heart beat heart remember child fell completely want heart want need heart beat heart need heart dance heart baby cause miss miss baby miss,rock,pop
the last shadow puppets,miracle aligner,2016,tell want baby need tell need come miracle aligner tiger knees knees feet tall rev high exchange candle light realise walk wall creep sense maze stick outside cover eye lyric commercial,rock,rock
the libertines,don’t look back into the sun,2007,yeah look know time come say come friend change look rough live strange know taste forgive forgive look cast pearl lie say save play song death disco start fast end slow time remind forgive forgive,rock,country
the lox,"can't stop, won't stop",2019,blastin ozone kickin dojo loco pavin road oppose dodo goin head like stop know spittin rap watch beat drop rockin jump yeah know fly want teach stay elevate creatures hear shout like get respect look face effect jetsetting daily basis stop stop come city take mister captain pilot wanna spread wing people coach class folks scrape lyric commercial,hip hop,rock
the lox,"money, power and respect (feat. dmx and lil' kim)",2017,believe money power respect money muthafuckin power fuckin power muthafuckas respect life money power respect whatchu need life money power respect eatin right money power respect help sleep night light life money power respect whatchu need life money power respect eatin right money power respect money power respect money power respect clique bout bout pout truck step whore wanna crowd optimum bathroom turn light scream bloody sheek usual friend setchu like walk straight charm tryin casket go pull class meet greet kiss feet freedom tell thank lord earth gettin bore resurrect call sheek album cat weak thirty bust like pitbull know clip hunger plan future figure lyric commercial,hip hop,hip hop
the lumineers,donna,2019,word save picture hair braid wallet cemetery tell daughter ordinary hate junior husband love computers mother eldest seven children blame live lyric commercial,rock,pop
the national,don't swallow the cap,2013,gold light break house strange tiny bubble hang sign love hardly stand right head light believe leave table emotions careful fear dead devotion balance right marble fight ones go things hear cause suppose lyric commercial,rock,pop
the national,graceless,2013,graceless powder erase dissolvable tasteless imagine hate graceless try graceless face invisible weightless imagine hate graceless try go glass come love everybody remind take medicine go miss hear voice listen graceless figure faithless shame waste imagine hate graceless try go glass come love everybody remind take medicine go miss hear voice listen thoughts bullets rotten fruit come apart seam know die mean self leave roses shelf white ones favorite effect save flower vase dead mind brighten place vine waste science walk windows science walk windows science walk windows science walk windows thoughts bullets rotten fruit come apart seam know die mean self leave roses shelf white ones favorite effect save flower vase dead mind brighten place vine waste flower vase dead mind brighten place vine waste,rock,rock
the national,terrible love,2010,terrible walk spiders terrible walk terrible walk spiders terrible walk quiet company quiet company terrible walk spiders terrible walk terrible walk spiders terrible walk quiet company quiet company quiet company fall asleep little help take settle shiver bone panic take ocean break take ocean break take ocean break take ocean break company quiet company quiet company follow rabbit hole say shiver bone want terrible walk spiders terrible walk terrible walk spiders terrible walk take ocean break take ocean break take ocean break,rock,jazz
the neighbourhood,a little death,2012,vacancy guests check concierge cold water pip mold room leave ruin neighbor knock yeah touch yeah want touch feel like breathe feel like human lyric commercial,rock,country
the neighbourhood,staying up,2013,food money waste week leave basement make beat clock middle night sleep peak taste eat sleep dream nightmares believe feel little naked stick underneath dirty blanket comfort sleep dream nightmares believe sleep dream nightmares believe light alive cause die time think tire night sick stay time sleep dream nightmares believe sleep dream nightmares believe,rock,pop
the orwells,who needs you,2014,better toss bullets better hide gun better help children better count bless kiss mama better burn flag cause better pledge allegiance listen forefathers better save country better pass flask better join army say thank dear uncle better toss bullets better hide gun better help children,rock,pop
the real mckenzies,chip,2008,work boatwright father gran work boatyard build river thames hard work devil appear hell hold roll copper bucket nail devil say unto nail copper roll soul despise squeal hiss bucket nail copper resist go straight work problem death fact devil wouldn matter hard try attack boatwright lyric commercial,rock,rock
the roots,mellow my man,2018,root layin relaxin coolin malik slaxon yaknowhati msayin effect like sure pleasure aiyyo bust flip lay mellow like check bust like party like slick ruler cooler brick soul like afro pick black fist leave crowd drippin like baptist cause shit skits kick flow like catfish emcee blacklist sharp cactus plus quick bust gymnastic tactics root true shit holla scholarly street skats follow soul shack pack colonies foreign object abstract shadrach offender wanna like meshach black think nappy bookworm shoe style like sperm cool little conch perm burn stick like wicks flip slap hand mellow malik go negroes best know professional best skills kill whoa slow slay know contender malik offender critique uniquely mystique deep microphones grip psych poems slit throats quote croak sayin negro cause wreck tech jump ribbit exhibit form prohibit form neighborhood norms capture whack manufacture rapture figure slam mellow lyric commercial,hip hop,hip hop
the score,the heat,2017,paradise believe light break alive crave like need high desert ocean motion need break leave thirst heat heat paradise lose word time sense lose mind wrong need night desert ocean motion need break leave thirst heat heat heat heat break leave thirst heat heat heat heat break leave thirst heat heat break leave thirst heat paradise heaven eye pull paralyze body make wanna testify desert ocean motion need break leave thirst heat heat heat heat heat break leave thirst heat heat heat heat break leave thirst heat heat break leave thirst heat paradise paradise paradise paradise paradise paradise paradise paradise paradise paradise paradise paradise heat heat heat heat break leave thirst heat heat heat heat break leave thirst heat heat paradise paradise heat paradise paradise heat break leave thirst heat heat paradise paradise heat paradise paradise heat break leave thirst heat heat break leave thirst heat,rock,blues
the sounds,living in america,2003,teenage pornstars live nightlife baby ooohaahooh look shape turn ooohaahooh live america sorry know worry live america sorry care world today sorry pretty picture dance night away stop baby ooohaahooh learn live hardcore ooohaahooh live america sorry know worry live america sorry care world today sorry live america live america live america live america live america live america live america live america live america live america sorry know worry live america sorry care world today sorry baby sweet baby baby baby baby baby,rock,country
the struts,put your money on me,2016,true baby sleep noon breakfast little smoke hours late work babe hard slave body soul know brag boss nag arse drag know think kind mess girl stick stick body sweet yeah roll dice feet yeah win eye meet yeah hand beat yeah money money money money money money money money know reputation afraid look girl right tell information know kind start revolution illusion solution turn yeah like flirt girl forget world stick stick body sweet yeah roll dice feet yeah win eye meet yeah hand beat yeah money money money money money money money money wanna wanna body sweet yeah roll dice feet yeah win eye meet yeah hand beat yeah body sweet yeah roll dice feet yeah win eye meet yeah hand beat yeah money money money money money baby money money money,rock,pop
the treacherous three,whip it (feat. philippe wynne),2017,mover party groover mellow super duper break mistake rappin night ball baddest money maker earthquake get party shake super thing sleek sleek unique gotta feet whip whip everytime play beat ladies seat whip whip guess mission whip whip rhyme time whip whip whip whip ladies gentlemen time come time waste time lose time everybody choose party beat floor whip whip whip object ahhhhhhhhhhhh whip whip whip whip whip whip whip whip whip like time introduce treacherous crew master kool fresh master special spesh master believe flesh master rhyme fresh easylee play cause cut shake booty hips throw hand whip,hip hop,reggae
theory of a deadman,bad girlfriend,2008,girlfriend magnet girlfriend gotta stop stage shots ring drink scream like hell dirty girl get dance guy outta grab act tough mess fuck know drink stone come place tonight like shake grind beat like pull hair grit teeth like strip naughty know doubt girlfriend thong party song sing lyric commercial,rock,rock
theory of a deadman,bitch came back,2011,bitch come bitch come think goner bitch come couldn stay away know bitch come like better knees cause face start friends right think wrong fuckin stupid sing trouble girls forget diamonds pearl want ring know like leash change world change bitch come bitch come think goner bitch come couldn stay away know bitch come lyric commercial,rock,rock
theory of a deadman,hate my life,2008,sick hobo beggin change like gotta work pay hate people drive cars bitch better start fall apart hate wife want brand things cash hate friends hate bitter turn right sight hate life lyric commercial,rock,rock
third day,trust in jesus,2010,days stand judgment single word speak days stand lord reason trust great deliverer strong defender trust bless redeemer lord forever holy holy go time come life stand judgement throne know thing trust great deliverer strong defender trust bless redeemer lord forever holy forgiveness trust trust trust great deliverer strong defender trust bless redeemer lord forever holy holy trust trust great deliverer strong defender bless redeemer lord forever yeah,rock,jazz
thirty seconds to mars,walk on water,2018,believe walk water fight blood holy listen hear patriot shout time change choice clear shoot face fear fist fire line time change believe walk water believe fight tonight believe look die white lie make devil hurt time change line truth right leave view break promise time change believe walk water believe fight tonight believe walk water believe fight tonight believe walk water believe walk water believe walk water believe walk water believe walk water believe walk water believe walk water believe walk water believe walk water believe fight tonight believe walk water believe walk water believe walk water believe fight tonight believe walk water believe walk water,rock,pop
thousand foot krutch,untraveled road,2014,hold second word weapons affect word record choose respect choose infect hit water late selective voice sleep giants armies hand watch nations stand belief spark restart reboot chart fall apart stand shout like loud shoot count stop stand shout sing loud world drown depart leave light shin brighter dark scream lips sound march feet solid grind walk want untraveled road lyric commercial,rock,rock
three days grace,life starts now,2009,feel time turn go think wrong hold cause life start things kill survive life start hate fall pick grind watch weight world come change live long strength inside cause life start things kill survive life start pain life hate heart survive life start things kill life start things kill life start,rock,jazz
tony yayo,i'm so high,2018,libs second yayo high imagine fast weed pull pass pull sack roll yayo north title taker riker island bible paper high skyscraper fresh jail smokin pound haze duckin cause high days hydro weedo mind zone high bitch leave spread head pull pass stop steamin weed girl high bank high high high gettin high smokin chocolate cotton mouth throat lyric commercial,hip hop,hip hop
tool,the pot,2006,wave finger outta head hole deep muddy water practically raise dead grave snow cradle burn evidence soapbox house card glass tossin stone high high foot mouth head asshole whatcha talkin bout difficult dance round pull high high lyric commercial,rock,rock
trampled by turtles,alone,2012,come world world ohhh woahhh summer breeze blow tall winter nights cold long fall leave ohhh woahhh days nights kill light dark anchor beach wind blow hard bring fall ohhh woahhh,rock,pop
trampled by turtles,wildflowers,2018,belong wildflowers belong boat sail away kill hours belong feel free away lover away bright see compare belong wildflowers belong boat belong belong feel free away lover away heart guide deserve deepest cover belong home byandby belong wildflowers belong close away trouble worry belong feel free belong feel free,rock,jazz
trapt,bring it,2013,gonna right hurt gonna deserve need attention hear confession hard break bring bring right undefeated want mean bring bring fear word reckless delusional inside helpless push edge pull level bring bring right undefeated want mean bring bring fear ready cause wait life ready gonna ready take hardline ready gonna alive stare stand grind knock drag like bring bring right undefeated want mean bring bring fear bring bring bring bring bring bring bring bring bring bring,rock,blues
trapt,still frame,2002,help cause break picture freeze help cause break picture freeze believe lose believe lose time think finally learn farther away clock tick away hourglass fuck help cause break picture freeze help cause break picture freeze believe lose believe lose inside image portray couldn stand lose couldn save small confession think start lose think drift away people need small reflection younger figure cause cover older get harder future hold fuck go help cause break picture freeze help cause break picture freeze believe lose believe lose lose lose lose lose lose lose lose lose lose go afraid fall farther away fall farther away fall farther wanna afraid fall farther away fall farther away fall farther away help cause break picture freeze help cause break picture freeze believe lose believe lose break lose break,rock,country
trillville,weakest link,2017,right right trillville corlio need niggaz look look hoe atmosphere know fuck today nigga weakest link ayyy tell niggaz goodbye bitch bitch weakest link goodbye weakest link goodbye weakest link goodbye weakest link goodbye bitch bitch weakest link goodbye weakest link goodbye weakest link goodbye weakest link goodbye yeaa askin yeah mean agree real believin weakest link leavin crunk fuck schemin like talkin shit playin need reason knock project fuckin wallet fuckin project hoe stop like open ready shoot nigga fuckin pass class need teacher pass slash corlio lyric commercial,hip hop,rock
trina,100%,2017,wait wait wrong oooh wait wait know girl alongggg yeah wait wait wait wrong vibe music think bout time come date time climb lie question defy lie real good work want hustler hurt mall want fked alot offer wasn like cod niggas smoke sack football game fame importantly want jewel crusiers sell project foolish dwell offiest weed preme pork bean weenie ghetto porche gleam woman oooh wait wait wait wrong wrong wrong yeah lyric commercial,hip hop,pop
trina,no panties (feat. tweet),2017,tweet panties comin gonna cost aint gonna free look whats deal cash stick hear know packin steel suck lipstick smear fuck nigga dont drivin braid cash easily persuade taste assthese unsauteed comin night miss seema fuck beema benz rimz tint windows tens tell time fine fuck mens looky south beach lemme speak fore fuck go treat santinees feet beach lyric commercial,hip hop,rock
tungtvann,hold det nede (med dirty definite),2010,know dream strong achieve long doubt believe come yeah prechorus work hard push everyday blood sweat tear face stronger hold hear stand stand right know justify stand stand right come fade away hear word circle matter proof silent today away bridge say easy give thing please stronger think stand stand right stand stand right,hip hop,rock
turi,"don't talk (feat. gioman, killacat)",2011,fear sham free life heal break heart live life endlessly try heal break heart stay stay away forever live ones time turn page book burn place time mind away plan futures hold foolish lie growin invincible truth cold final song request perfect chapter lay rest place mind stay stay awake forever live ones time turn page book burn place time mind away sleep tight afraid ones away place cause soon live eternally live ones time turn page book burn place time mind light leave remain hard stay away ready pain strong urge rise let pain go hand untie away need know away need need know,hip hop,pop
twenty one pilots,"cut my lip (40.6782°n, 73.9442° w)",2019,tryin tryin decide cide tryin tryin decide cide bruise face contusions know movin bruise face contusions know movin know movin tryin tryin rust drink decide cide want blood tongue goin abuse goin tryin tryin lyric commercial,rock,hip hop
twenty one pilots,neon gravestones,2018,problem want follow underneath insane asylum wits cause wits problemsolving problem glorify opinion culture treat loss like right turn highest praise hang banner ceiling communicate engrave earlier grave optional neon gravestones neon gravestones neon gravestones bone problem twist people praise assist stream extra conversations lyric commercial,rock,pop
twenty one pilots,truce,2013,night come oooooohhhh rise oooooohhhh stay alive stay alive lyric commercial,rock,pop
twista,midwest invasion,2007,bone twista layzie bone twista motherfucker world wide nigga year niggaz better recognize cause real shit thug world live thug world thug world thug thug world live thug world thug world thug ready midwest invasion bring millenium soldier layzie twista better believe take dream money cause nigga life get shorter suit prepare thug world order ready midwest invasion bring millenium soldier layzie twista better believe take dream money cause nigga life get shorter suit prepare thug world order layzie element surprise niggaz look niggaz think roll fuck hear believe nation thugs ready flip extra slip clip shoot nigga flip ready combat contact midwest go creep come years heavily sediated fear ready ride end near shed tear midwestern link gonna paper line cause nigga roll benz jag nigga picture picture fuck wrong twista diss fuck girlfriend sister thuggish ruggish nigga nut represent soldier fuck niggaz talk dtown mackin hustlin multiply milwaukee come fuckin lyric commercial,hip hop,hip hop
twiztid,we don't die,2000,underground accident theres select handle freek shit apparation poltergiest bless heart cold break twice walk dress black contact straight maniac warlock samhain sand hour glass tickin clock dont know late thing market date rape dead explain feel pain bezerko underground maintain bitch better check nut doin voodoo leave months ridin deck hearse gold spokes puffin blunt dead folks like murderers serial killers freeks night high comin outta grind underground tunnel away mainstream want somebody hurt hole deep dirt work bitch mother fuckers makin press bitch name tat chest muhfuckin madrox haunt joint bring death people point unreal like dollar voice opinion regardless feel freek shit juggalos runnin lunatics long quit mean shit mean bleed thats family hard explain element self inflict pain positive upliftin fuck walk mile shoe experience hard time payin helly dues freak shit live breath cast mutant like disease sound cause supposedly resurrect dead hallow grind dead zone point smellin cigarette smoke right lungs bust plus trust bust half laugh shit school better wigged serial killer type freakshow different rest test,rock,hip hop
two door cinema club,next year,2012,know go rest head tonight promise speak today place better time moment go forget forget maybe someday talk know say home year darling home year line place miss know goodbye best forgive weakness weakness cause know excuse send year maybe someday talk know say home year darling home year maybe long time remember say say home year darling home year think think maybe someday talk know say home year darling home year maybe long time remember say say home year maybe someday talk know say home year darling home year,rock,country
ultramagnetic mc's,"\"ego trippin' (12\"\" version)\"",2018,party people place ultramagnetic hell childish rhyme cause movin crowd steady groovin supersonic highs stupid bass step cause beat funky keep cause ultra magnetic magnetic ultra magnetic magnetic ultra magnetic magnetic kool simple forth rhythm baby pick join right lyric commercial,hip hop,rock
unknown mortal orchestra,ffunny ffriends,2011,surprise wise good advice rely life life funny friends rely life life funny friends give damn throw dice good advice rely life life funny friends rely life life funny friends rely life life funny friends rely life life funny friends rely life life funny friends rely life life funny friends,rock,blues
unknown mortal orchestra,swim and sleep (like a shark),2013,wish swim sleep like shark fall hide till time sweet cool darkness asleep constantly float away wish break mend like world fall dream away crush dream constantly melt away wish swim sleep like shark fall hide time sweet cool darkness asleep constantly float away,rock,rock
vampire weekend,everlasting arms,2013,take counsel come ruin leave leave take counsel come ruin leave lead live gonna understand understand bear live gonna understand understand hold everlasting arm look fear trap beneath chandelier go think curtain lead cell lead cell hum die irae play hallelujah lead cell leave cell serve master frighten open hand frighten hand serve master gonna understand understand hold everlasting arm look fear trap beneath chandelier go hold everlasting arm look fear trap beneath chandelier go hold everlasting arm,rock,rock
vampire weekend,flower moon (feat. steve lacy),2019,moon curse night things right gonna year gonna year moon sacred sign cocacola wine time disappear gonna year right place wrong time night borderline night sway moon right week curse chapter underway year light moon right place wrong time night borderline night sway moon right week curse chapter underway year light moon right place wrong time night borderline night sway moon right week curse chapter underway year light moon shift weight simple twist fate suddenly late rise tide lap gate moon curse night things right gonna year gonna year moon sacred sign cocacola wine time disappear gonna year moon curse night things right gonna year gonna year,rock,pop
vampire weekend,unbearably white,2019,baby pull away unbearably buff mountain sight snow peak unbearably white city freeze elegant flow wind doorway unbearably cold walk bedroom write notebook unbearably white avalanche come cover eye think want surprise hard body hard mind learn keep darling lyric commercial,rock,pop
vanilla ice,buffalo soldier,2008,buffalo soldier dreadlock rasta buffalo soldier heart america steal africa bring america fight arrival fight survival mean analyze stench make sense dreadlock rasta buffalo soldier take africa bring america fight arrival fight survival say buffalo soldier dreadlock rasta buffalo soldier heart america know history know come wouldn think lyric commercial,hip hop,rock
vanilla ice,ice ice baby (re-recorded version),2008,kick baby baby right stop collaborate listen brand invention grab hold tightly flow like harpoon daily nightly stop know turn light glow extreme like vandal light stage chump like candle dance rush speaker boom kill brain like poisonous mushroom deadly play dope best felony leave better gain better bull play problem solve check revolve baby vanilla baby vanilla baby vanilla baby vanilla party jump bass kick vegas pumpin quick point point fake lyric commercial,hip hop,hip hop
vanilla ice,jump around,2008,send away priceless gift subtle list send away perfect world simply absurd time tell feel know happen young heart swallow pain slowly fell apart star barrel swim ash life life real reason accept things change star barrel send message unborn child eye open high shelf leave piece puzzle know life wrap guilt seal tight happen young heart swallow pain slowly fell apart star barrel swim ash life life real reason accept things change star barrel point finger condemn know believe believe star barrel swim ash life life real reason accept things change star barrel star barrel woah swim ash life woah real reason accept things change woah star barrel star barrel,hip hop,pop
vendetta beats,pharaoh,2017,fear struggle halfway journey eye burn slow wish time world come fear fear life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand run afraid thrill speed brake cause wall things right eye fear fear life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand fear fear come remember dream need feel life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand,hip hop,pop
vulfpeck,1612,2014,tzimmes need write little song forget write little song remember lyric code heart aquarion taurus strike focus flack hathaway sinatra code heart code heart peace mind friend code heart goone ithat code heart code heart goone code heart goone code heart code heart code heart better forget,rock,pop
wallows,pictures of girls,2018,nothin grow suburbs go city number smilin hard remember time try forget hangin somethin real lyric commercial,rock,rock
warren g,game don't wait (feat. nate dogg & snoop dogg),2017,feat dogg snoop dogg come years game wont matter game wont cold thang cold game know game dont shit dont stop game dont game dont shit dont stop game dont snoop cheese reason season click heezy gots easy snoop come drop rap snap easy hunt want pocket hundreds know snoop woop pass anticipation contemplate regulate game tight money money money money game wont game worldwide tour skirt screamin lyric commercial,hip hop,pop
wc,ain't a damn thang changed,2011,yeah change know say effect break jinx damn suckers pick swing like look change hop head swoll think cause little video shake hand yeah right cool brother soon step call sucker bust benz lorenzos hang boulevard front flow know funny start make money want ones diss list riff look laugh pop rip zipper onstage bail limp want get pump like calamine know come friends responsible little spot play drive tell homies lyric commercial,hip hop,rock
weathers,happy pills,2016,pills time time time girl lalalalalala lalalalalalala lalalalalala lalalalalalala house wanna hang bedroom lose apathetic away pills time time time girl lyric commercial,rock,pop
weezer,take on me,2019,talk away know today shy away come okay go needle odds end stumble away slowly learn life okay better safe sorry go things life play worry away things remember shy away come go go,rock,pop
wilco,love is everywhere (beware),2019,tangle wild see mean country sadness want away scene right right right right sunlight grab lake freeze flame beneath sleep riot rain right right right right things explain right right right frighten beware,rock,rock
x-team,veren na hip-hop,2002,merely sound voice believe like river disturb inner peace believe beloved soul believe smother beliefs cold winter night follow voice river leave forever leave time haunt like wind sweep earth time virtues leave defend fall deep liar debate rule force fuel hate cold heart leave come quietly sleep time recur memories linger think dead dead bring life pretend love believe go corrupt leave leave forever leave time haunt like wind sweep earth time virtues leave defend fall deep liar debate rule force fuel hate cold heart leave come quietly sleep follow light like lake tear leave tonight go begin anew life fade like time like wind sweep earth time virtues leave defend fall deep liar debate rule force fuel hate cold heart leave come quietly sleep,hip hop,blues
yg,yns,2017,nigga fuck nigga nigga come round nigga baby whine nigga yeah fuck nigga gangster shit shoot spot fuck thot spot watch young nigga shit yeah hunnid drop whippin stash dope white sock fuck bitch yeah burn fuck friend smile grin touch toe bend gotta burn throat gotta roll neck suck till strep throat check main reason flex involve pistol draw hood nigga pistol broad shake head mean nigga alarm patron feelin like fuck tell bitch trust tell bitch lyric commercial,hip hop,rock
ying yang twins,ho ho ho,2016,christmas christmas santa present santa present good good ooooooooo santa yeah present yeah chou list yeah need check yeah ahead know goody uhha club club turn turn smell weed smell weed burnin burnin mistletoe mistletoe kiss kiss christmas christmas lyric commercial,hip hop,rock
young guns,bones,2012,night pray listen fashion cross crush weight stronger message dirt face see road deal different story feel bone bone bone bone feel bone bone bone bone bone bone spirit will flesh weak need right beneath skin see road deal different story feel bone bone bone bone feel bone bone bone bone architects private hell hurt like hurt see road deal different story feel bone bone bone bone feel bone bone bone bone know,rock,blues
young mc,i come off,2011,go write record perform lonely nights inside university dorm paper paper time rockin women like rough like krueger luger turnin spaghetti like fat domino blueberry rhyme funky fresh like palaces analysis talk suffer paralysis mouth tongue comin compliment brother name young talk leave speechless quiet educator teach producer rage control vinyl control stage cause come score seven years bunch rappers know score seven years later hole rappers like moon crater battle take risk cause track tape compact disc like drop boxers rapid succession droppin rappin profession comin like clothe hooker like superfly snuka like shuttle go outer space people hand enter place mean brag boast tell great microphone like hamill skate yeah funky rhyme like louganis dive saturday night young live cause come come young baby come brother comin bust behold young strike gold rhyme sayin young battle havin smart dumb record makin drum know rappers wanna play game hide hear young like play start oxen free write rhyme strong attention cause wanna miss healthy rhyme healthier york jersey philadelphia city city place place country country cause prison hear play cause come start static cause comin title theme rhyme finally finish people damn cause come come baby come,hip hop,reggae
young the giant,titus was born,2016,bear rainwater carry world things life dream drift hard believe grow tall strong rainwater stick head fill word leave unsay things drift night dream storm pain away rain fall fall drive away tree island rainwater rainwater silence wash away crash rock sirens fall rainwater rainwater fall drive away tree island rainwater rainwater silence wash away crash rock sirens fall rainwater rainwater float infinite blue rainwater fall fall,rock,blues
yung joc,i know you see it,2017,inny meeny bitch club wont know know like inny meeny niggas club wont know know tipdrill play song throw couple ones throw away thong bust open picture phone cologne perk body zone pussy poppin goin slap waitress booty tell round rain money grind fresh force ones button like clique fulla star fifth cars say need freak cause need inny meeny bitch club wont know know like know want chew like piece bubblegum know know lyric commercial,hip hop,pop
yung joc,i'm him,2017,see ride nigga see nigga flip quicker see young nigga grow go life hustle song maaaad mastermind leave absentmind fuck asinine whassup nann nother fast twentysix inch alpine meet bitch break bitch pasttime truth word favor serve want question business gotta stay competition work good hold drought come rybody sell double watch bounce time count eightyeigh take bomber coat nigga nowadays bomber coke cat turn gangsta protools professional gangsta tool beef whoa soft woman bitch know track better bring shawty yeah round quiet keep nigga check sheet convict jail right shit know cat real hood niggas happenin steal kill good niggas like mighty dollar excite yung come heat close brainfreeze like coke turn cabbage coleslaw squeeze trigs split like mohawk bring fault rybody block know body dope instrumental fade,hip hop,hip hop
yungblud,doctor doctor,2018,doctor doctor lobotomy crash bang go cradle doctor doctor remedy button doomsday ticktick boom fatal doctor doctor consent happily brain sanity label doctor doctor family tell go easily table cause want stupid want stupid shoot shoot blood clot cause mind stop stop shoot shoot blood clot cause mind stop stop lyric commercial,rock,rock
дэфолиант,валуев,2016,feel wall fall feel lose feel sweetest sound feel feel burn mind overdrive lose focus vision blur time line mistake cause know crave wanna control path take wanna feel wall fall feel lose feel sweetest sound feel feel feel feel face fear run feet firm grind sail ocean call land unfound mistake cause know crave wanna control path take wanna feel wall fall feel lose feel sweetest sound feel feel feel feel ohoh give ohoh feel ohoh give ohoh feel feel,hip hop,rock
Al Wilson,Show and Tell,1973,"These are the eyes That never knew how to smile Till you came into my life (Do-do-do-do-do) And these are the arms That long to lock you inside Every day and every night (Do-do-do-do-do) [Pre-Chorus] Girl, and here is the soul Oh which you've taken control Can't you see, I'm tryin' to show love is right",soul,soul
Boz Scaggs,Lowdown,1976,"Baby's into runnin' around, hangin' with the crowd Puttin' your business in the street, talkin' out loud Sayin' you bought her this and that And how much you done spent I swear she must believe it's all heaven sent [Pre-Chorus] Hey, boy You better bring the chick around To the sad, sad truth The dirty lowdown [Chorus] (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) Taught her how to talk like that (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) Gave her that big idea",soul,soul
Charles Bradley,The World (Is Going Up In Flames),2011,"This world Is going up in flames And nobody Wanna take the blame Don�t tell me How to live my life When you Never felt the pain (ooo ooo ooo) [Chorus: Charles Bradley and Menahan Street Band] (uuuuuh) Come on babe (uuuuuh) They don�t hear me cryin' (uuuuuh) They don�t hear me tryin' (uuuuuh) They don�t hear me cryin' For what I gonna do, yeah baby",soul,blues
Commodores,Brick House,1977,"Ow, she's a brick house She's mighty mighty, just letting it all hang out Ah, she's a brick house I like ladies stacked and that's a fact Ain't holding nothing back Ow, she's a brick house Well put together, everybody knows This is how the story goes [Verse 1] She knows she's got everything Mmm, that a woman needs to get a man, yeah, yeah How can she lose with the stuff she use? 36-24-36, ow, what a winning hand",soul,soul
Daryl Hall & John Oates,I Can't Go for That (No Can Do),1981,"Easy, ready, willin�, overtime Where does it stop? Where do you dare me To draw the line? You've got the body Now you want my soul Don't even think about it Say, �No go� [Pre-Chorus] Yeah, I, I'll do anything That you want me to Yeah, I'll do almost anything That you want me to, ooh Yeah",soul,soul
